MaxSizeTL,sstmean,Diet,Position,Kmax,Kmax_lowqt,Kmax_upqt
35,28,InvSes,BtPlAs,0.267,0.18,0.393
35,28,InvSes,BtPlDw,0.193,0.13,0.285
35,28,InvSes,BnthAs,0.31,0.204,0.482
35,28,InvSes,BnthDw,0.228,0.152,0.348
35,28,InvMob,PelgAs,0.274,0.198,0.375
35,28,InvMob,PelgDw,0.228,0.155,0.321
35,28,InvMob,BtPlAs,0.244,0.173,0.338
35,28,InvMob,BtPlDw,0.188,0.14,0.244
35,28,InvMob,BnthAs,0.297,0.207,0.416
35,28,InvMob,BnthDw,0.261,0.179,0.363
35,28,FisCep,PelgAs,0.298,0.205,0.425
35,28,FisCep,PelgDw,0.243,0.157,0.36
35,28,FisCep,BtPlAs,0.269,0.188,0.386
35,28,FisCep,BtPlDw,0.206,0.141,0.301
35,28,FisCep,BnthAs,0.329,0.227,0.479
35,28,FisCep,BnthDw,0.205,0.132,0.303
35,30,HerMac,PelgAs,0.416,0.305,0.56
35,30,HerMac,PelgDw,0.361,0.258,0.508
35,30,HerMac,BtPlAs,0.315,0.22,0.449
35,30,HerMac,BtPlDw,0.335,0.245,0.448
35,30,HerMac,BnthAs,0.36,0.241,0.522
35,30,HerMac,BnthDw,0.41,0.293,0.579
35,30,HerDet,PelgAs,0.302,0.197,0.447
35,30,HerDet,PelgDw,0.266,0.173,0.398
35,30,HerDet,BtPlAs,0.235,0.153,0.356
35,30,HerDet,BtPlDw,0.262,0.183,0.372
35,30,HerDet,BnthAs,0.27,0.167,0.421
35,30,HerDet,BnthDw,0.298,0.194,0.457
35,30,Omnivr,PelgAs,0.405,0.286,0.581
35,30,Omnivr,PelgDw,0.352,0.247,0.519
35,30,Omnivr,BtPlAs,0.318,0.215,0.469
35,30,Omnivr,BtPlDw,0.325,0.232,0.454
35,30,Omnivr,BnthAs,0.354,0.228,0.533
35,30,Omnivr,BnthDw,0.404,0.276,0.591
35,30,Plktiv,PelgAs,0.457,0.34,0.609
35,30,Plktiv,PelgDw,0.401,0.291,0.556
35,30,Plktiv,BtPlAs,0.346,0.25,0.492
35,30,Plktiv,BtPlDw,0.342,0.248,0.473
35,30,Plktiv,BnthAs,0.396,0.264,0.58
35,30,Plktiv,BnthDw,0.45,0.314,0.64
35,30,InvSes,PelgAs,0.389,0.268,0.584
35,30,InvSes,PelgDw,0.34,0.225,0.53
35,30,InvSes,BtPlAs,0.312,0.208,0.49
35,30,InvSes,BtPlDw,0.318,0.217,0.475
35,30,InvSes,BnthAs,0.344,0.215,0.528
35,30,InvSes,BnthDw,0.364,0.242,0.564
35,30,InvMob,PelgAs,0.357,0.253,0.488
35,30,InvMob,PelgDw,0.318,0.222,0.443
35,30,InvMob,BtPlAs,0.265,0.185,0.37
35,30,InvMob,BtPlDw,0.292,0.216,0.383
35,30,InvMob,BnthAs,0.281,0.189,0.416
35,30,InvMob,BnthDw,0.37,0.26,0.528
35,30,FisCep,PelgAs,0.407,0.291,0.573
35,30,FisCep,PelgDw,0.357,0.245,0.527
35,30,FisCep,BtPlAs,0.307,0.209,0.446
35,30,FisCep,BtPlDw,0.337,0.235,0.463
35,30,FisCep,BnthAs,0.375,0.25,0.541
35,30,FisCep,BnthDw,0.337,0.235,0.497
40,10,HerMac,PelgAs,0.243,0.163,0.374
40,10,HerMac,PelgAs,0.243,0.163,0.374
40,10,HerMac,PelgDw,0.245,0.158,0.379
40,10,HerMac,PelgDw,0.245,0.158,0.379
40,10,HerMac,BtPlAs,0.238,0.159,0.361
40,10,HerMac,BtPlAs,0.238,0.159,0.361
40,10,HerMac,BtPlDw,0.229,0.149,0.352
40,10,HerMac,BtPlDw,0.229,0.149,0.352
40,10,HerMac,BnthAs,0.174,0.108,0.281
40,10,HerMac,BnthAs,0.174,0.108,0.281
40,10,HerMac,BnthDw,0.241,0.158,0.371
40,10,HerMac,BnthDw,0.241,0.158,0.371
40,10,HerDet,PelgAs,0.259,0.157,0.406
40,10,HerDet,PelgAs,0.259,0.157,0.406
40,10,HerDet,PelgDw,0.26,0.159,0.411
40,10,HerDet,PelgDw,0.26,0.159,0.411
40,10,HerDet,BtPlAs,0.255,0.161,0.392
40,10,HerDet,BtPlAs,0.255,0.161,0.392
40,10,HerDet,BtPlDw,0.256,0.156,0.401
40,10,HerDet,BtPlDw,0.256,0.156,0.401
40,10,HerDet,BnthAs,0.187,0.109,0.318
40,10,HerDet,BnthAs,0.187,0.109,0.318
40,10,HerDet,BnthDw,0.252,0.153,0.406
40,10,HerDet,BnthDw,0.252,0.153,0.406
40,10,Omnivr,PelgAs,0.367,0.251,0.53
40,10,Omnivr,PelgAs,0.367,0.251,0.53
40,10,Omnivr,PelgDw,0.362,0.246,0.522
40,10,Omnivr,PelgDw,0.362,0.246,0.522
40,10,Omnivr,BtPlAs,0.353,0.233,0.515
40,10,Omnivr,BtPlAs,0.353,0.233,0.515
40,10,Omnivr,BtPlDw,0.336,0.222,0.5
40,10,Omnivr,BtPlDw,0.336,0.222,0.5
40,10,Omnivr,BnthAs,0.258,0.159,0.406
40,10,Omnivr,BnthAs,0.258,0.159,0.406
40,10,Omnivr,BnthDw,0.365,0.235,0.536
40,10,Omnivr,BnthDw,0.365,0.235,0.536
40,10,Plktiv,PelgAs,0.224,0.15,0.328
40,10,Plktiv,PelgAs,0.224,0.15,0.328
40,10,Plktiv,PelgDw,0.232,0.152,0.337
40,10,Plktiv,PelgDw,0.232,0.152,0.337
40,10,Plktiv,BtPlAs,0.227,0.153,0.332
40,10,Plktiv,BtPlAs,0.227,0.153,0.332
40,10,Plktiv,BtPlDw,0.196,0.123,0.301
40,10,Plktiv,BtPlDw,0.196,0.123,0.301
40,10,Plktiv,BnthAs,0.165,0.104,0.265
40,10,Plktiv,BnthAs,0.165,0.104,0.265
40,10,Plktiv,BnthDw,0.222,0.143,0.339
40,10,Plktiv,BnthDw,0.222,0.143,0.339
40,10,InvSes,PelgAs,0.227,0.147,0.354
40,10,InvSes,PelgAs,0.227,0.147,0.354
40,10,InvSes,PelgDw,0.229,0.15,0.356
40,10,InvSes,PelgDw,0.229,0.15,0.356
40,10,InvSes,BtPlAs,0.23,0.149,0.355
40,10,InvSes,BtPlAs,0.23,0.149,0.355
40,10,InvSes,BtPlDw,0.216,0.137,0.344
40,10,InvSes,BtPlDw,0.216,0.137,0.344
40,10,InvSes,BnthAs,0.165,0.1,0.264
40,10,InvSes,BnthAs,0.165,0.1,0.264
40,10,InvSes,BnthDw,0.212,0.135,0.343
40,10,InvSes,BnthDw,0.212,0.135,0.343
40,10,InvMob,PelgAs,0.195,0.13,0.299
40,10,InvMob,PelgAs,0.195,0.13,0.299
40,10,InvMob,PelgDw,0.196,0.131,0.304
40,10,InvMob,PelgDw,0.196,0.131,0.304
40,10,InvMob,BtPlAs,0.188,0.13,0.28
40,10,InvMob,BtPlAs,0.188,0.13,0.28
40,10,InvMob,BtPlDw,0.182,0.12,0.281
40,10,InvMob,BtPlDw,0.182,0.12,0.281
40,10,InvMob,BnthAs,0.144,0.088,0.232
40,10,InvMob,BnthAs,0.144,0.088,0.232
40,10,InvMob,BnthDw,0.199,0.131,0.297
40,10,InvMob,BnthDw,0.199,0.131,0.297
40,10,FisCep,PelgAs,0.236,0.147,0.362
40,10,FisCep,PelgAs,0.236,0.147,0.362
40,10,FisCep,PelgDw,0.24,0.148,0.379
40,10,FisCep,PelgDw,0.24,0.148,0.379
40,10,FisCep,BtPlAs,0.217,0.136,0.329
40,10,FisCep,BtPlAs,0.217,0.136,0.329
40,10,FisCep,BtPlDw,0.222,0.136,0.359
40,10,FisCep,BtPlDw,0.222,0.136,0.359
40,10,FisCep,BnthAs,0.166,0.101,0.268
40,10,FisCep,BnthAs,0.166,0.101,0.268
40,10,FisCep,BnthDw,0.209,0.136,0.312
40,10,FisCep,BnthDw,0.209,0.136,0.312
40,12,HerMac,PelgAs,0.248,0.167,0.377
40,12,HerMac,PelgAs,0.248,0.167,0.377
40,12,HerMac,PelgDw,0.25,0.165,0.385
40,12,HerMac,PelgDw,0.25,0.165,0.385
40,12,HerMac,BtPlAs,0.245,0.16,0.368
40,12,HerMac,BtPlAs,0.245,0.16,0.368
40,12,HerMac,BtPlDw,0.23,0.149,0.353
40,12,HerMac,BtPlDw,0.23,0.149,0.353
40,12,HerMac,BnthAs,0.178,0.111,0.292
40,12,HerMac,BnthAs,0.178,0.111,0.292
40,12,HerMac,BnthDw,0.238,0.16,0.367
40,12,HerMac,BnthDw,0.238,0.16,0.367
40,12,HerDet,PelgAs,0.265,0.166,0.416
40,12,HerDet,PelgAs,0.265,0.166,0.416
40,12,HerDet,PelgDw,0.266,0.164,0.422
40,12,HerDet,PelgDw,0.266,0.164,0.422
40,12,HerDet,BtPlAs,0.26,0.162,0.404
40,12,HerDet,BtPlAs,0.26,0.162,0.404
40,12,HerDet,BtPlDw,0.257,0.159,0.408
40,12,HerDet,BtPlDw,0.257,0.159,0.408
40,12,HerDet,BnthAs,0.191,0.111,0.332
40,12,HerDet,BnthAs,0.191,0.111,0.332
40,12,HerDet,BnthDw,0.251,0.156,0.414
40,12,HerDet,BnthDw,0.251,0.156,0.414
40,12,Omnivr,PelgAs,0.374,0.255,0.539
40,12,Omnivr,PelgAs,0.374,0.255,0.539
40,12,Omnivr,PelgDw,0.369,0.252,0.539
40,12,Omnivr,PelgDw,0.369,0.252,0.539
40,12,Omnivr,BtPlAs,0.363,0.243,0.527
40,12,Omnivr,BtPlAs,0.363,0.243,0.527
40,12,Omnivr,BtPlDw,0.337,0.226,0.501
40,12,Omnivr,BtPlDw,0.337,0.226,0.501
40,12,Omnivr,BnthAs,0.263,0.165,0.408
40,12,Omnivr,BnthAs,0.263,0.165,0.408
40,12,Omnivr,BnthDw,0.358,0.238,0.531
40,12,Omnivr,BnthDw,0.358,0.238,0.531
40,12,Plktiv,PelgAs,0.218,0.147,0.32
40,12,Plktiv,PelgAs,0.218,0.147,0.32
40,12,Plktiv,PelgDw,0.223,0.148,0.339
40,12,Plktiv,PelgDw,0.223,0.148,0.339
40,12,Plktiv,BtPlAs,0.22,0.147,0.324
40,12,Plktiv,BtPlAs,0.22,0.147,0.324
40,12,Plktiv,BtPlDw,0.186,0.117,0.287
40,12,Plktiv,BtPlDw,0.186,0.117,0.287
40,12,Plktiv,BnthAs,0.16,0.1,0.259
40,12,Plktiv,BnthAs,0.16,0.1,0.259
40,12,Plktiv,BnthDw,0.211,0.136,0.322
40,12,Plktiv,BnthDw,0.211,0.136,0.322
40,12,InvSes,PelgAs,0.232,0.15,0.354
40,12,InvSes,PelgAs,0.232,0.15,0.354
40,12,InvSes,PelgDw,0.238,0.15,0.37
40,12,InvSes,PelgDw,0.238,0.15,0.37
40,12,InvSes,BtPlAs,0.236,0.153,0.363
40,12,InvSes,BtPlAs,0.236,0.153,0.363
40,12,InvSes,BtPlDw,0.217,0.137,0.335
40,12,InvSes,BtPlDw,0.217,0.137,0.335
40,12,InvSes,BnthAs,0.169,0.1,0.273
40,12,InvSes,BnthAs,0.169,0.1,0.273
40,12,InvSes,BnthDw,0.208,0.132,0.333
40,12,InvSes,BnthDw,0.208,0.132,0.333
40,12,InvMob,PelgAs,0.201,0.135,0.306
40,12,InvMob,PelgAs,0.201,0.135,0.306
40,12,InvMob,PelgDw,0.204,0.133,0.313
40,12,InvMob,PelgDw,0.204,0.133,0.313
40,12,InvMob,BtPlAs,0.196,0.134,0.292
40,12,InvMob,BtPlAs,0.196,0.134,0.292
40,12,InvMob,BtPlDw,0.186,0.121,0.281
40,12,InvMob,BtPlDw,0.186,0.121,0.281
40,12,InvMob,BnthAs,0.149,0.093,0.244
40,12,InvMob,BnthAs,0.149,0.093,0.244
40,12,InvMob,BnthDw,0.198,0.131,0.3
40,12,InvMob,BnthDw,0.198,0.131,0.3
40,12,FisCep,PelgAs,0.239,0.155,0.366
40,12,FisCep,PelgAs,0.239,0.155,0.366
40,12,FisCep,PelgDw,0.245,0.152,0.382
40,12,FisCep,PelgDw,0.245,0.152,0.382
40,12,FisCep,BtPlAs,0.22,0.138,0.336
40,12,FisCep,BtPlAs,0.22,0.138,0.336
40,12,FisCep,BtPlDw,0.221,0.14,0.349
40,12,FisCep,BtPlDw,0.221,0.14,0.349
40,12,FisCep,BnthAs,0.168,0.103,0.273
40,12,FisCep,BnthAs,0.168,0.103,0.273
40,12,FisCep,BnthDw,0.207,0.135,0.315
40,12,FisCep,BnthDw,0.207,0.135,0.315
40,14,HerMac,PelgAs,0.266,0.177,0.406
40,14,HerMac,PelgAs,0.266,0.177,0.406
40,14,HerMac,PelgDw,0.267,0.175,0.413
40,14,HerMac,PelgDw,0.267,0.175,0.413
40,14,HerMac,BtPlAs,0.254,0.17,0.383
40,14,HerMac,BtPlAs,0.254,0.17,0.383
40,14,HerMac,BtPlDw,0.251,0.162,0.392
40,14,HerMac,BtPlDw,0.251,0.162,0.392
40,14,HerMac,BnthAs,0.19,0.115,0.306
40,14,HerMac,BnthAs,0.19,0.115,0.306
40,14,HerMac,BnthDw,0.236,0.156,0.368
40,14,HerMac,BnthDw,0.236,0.156,0.368
40,14,HerDet,PelgAs,0.281,0.176,0.447
40,14,HerDet,PelgAs,0.281,0.176,0.447
40,14,HerDet,PelgDw,0.283,0.174,0.452
40,14,HerDet,PelgDw,0.283,0.174,0.452
40,14,HerDet,BtPlAs,0.269,0.167,0.427
40,14,HerDet,BtPlAs,0.269,0.167,0.427
40,14,HerDet,BtPlDw,0.28,0.175,0.444
40,14,HerDet,BtPlDw,0.28,0.175,0.444
40,14,HerDet,BnthAs,0.203,0.119,0.354
40,14,HerDet,BnthAs,0.203,0.119,0.354
40,14,HerDet,BnthDw,0.252,0.153,0.402
40,14,HerDet,BnthDw,0.252,0.153,0.402
40,14,Omnivr,PelgAs,0.4,0.27,0.569
40,14,Omnivr,PelgAs,0.4,0.27,0.569
40,14,Omnivr,PelgDw,0.395,0.265,0.583
40,14,Omnivr,PelgDw,0.395,0.265,0.583
40,14,Omnivr,BtPlAs,0.376,0.256,0.545
40,14,Omnivr,BtPlAs,0.376,0.256,0.545
40,14,Omnivr,BtPlDw,0.369,0.239,0.541
40,14,Omnivr,BtPlDw,0.369,0.239,0.541
40,14,Omnivr,BnthAs,0.282,0.175,0.444
40,14,Omnivr,BnthAs,0.282,0.175,0.444
40,14,Omnivr,BnthDw,0.358,0.232,0.524
40,14,Omnivr,BnthDw,0.358,0.232,0.524
40,14,Plktiv,PelgAs,0.236,0.159,0.355
40,14,Plktiv,PelgAs,0.236,0.159,0.355
40,14,Plktiv,PelgDw,0.244,0.16,0.366
40,14,Plktiv,PelgDw,0.244,0.16,0.366
40,14,Plktiv,BtPlAs,0.235,0.155,0.347
40,14,Plktiv,BtPlAs,0.235,0.155,0.347
40,14,Plktiv,BtPlDw,0.208,0.132,0.319
40,14,Plktiv,BtPlDw,0.208,0.132,0.319
40,14,Plktiv,BnthAs,0.175,0.107,0.277
40,14,Plktiv,BnthAs,0.175,0.107,0.277
40,14,Plktiv,BnthDw,0.212,0.133,0.328
40,14,Plktiv,BnthDw,0.212,0.133,0.328
40,14,InvSes,PelgAs,0.245,0.16,0.387
40,14,InvSes,PelgAs,0.245,0.16,0.387
40,14,InvSes,PelgDw,0.248,0.161,0.402
40,14,InvSes,PelgDw,0.248,0.161,0.402
40,14,InvSes,BtPlAs,0.245,0.162,0.379
40,14,InvSes,BtPlAs,0.245,0.162,0.379
40,14,InvSes,BtPlDw,0.237,0.146,0.382
40,14,InvSes,BtPlDw,0.237,0.146,0.382
40,14,InvSes,BnthAs,0.18,0.106,0.291
40,14,InvSes,BnthAs,0.18,0.106,0.291
40,14,InvSes,BnthDw,0.207,0.133,0.339
40,14,InvSes,BnthDw,0.207,0.133,0.339
40,14,InvMob,PelgAs,0.215,0.141,0.343
40,14,InvMob,PelgAs,0.215,0.141,0.343
40,14,InvMob,PelgDw,0.217,0.14,0.349
40,14,InvMob,PelgDw,0.217,0.14,0.349
40,14,InvMob,BtPlAs,0.206,0.137,0.324
40,14,InvMob,BtPlAs,0.206,0.137,0.324
40,14,InvMob,BtPlDw,0.205,0.135,0.323
40,14,InvMob,BtPlDw,0.205,0.135,0.323
40,14,InvMob,BnthAs,0.159,0.098,0.264
40,14,InvMob,BnthAs,0.159,0.098,0.264
40,14,InvMob,BnthDw,0.198,0.13,0.319
40,14,InvMob,BnthDw,0.198,0.13,0.319
40,14,FisCep,PelgAs,0.238,0.156,0.371
40,14,FisCep,PelgAs,0.238,0.156,0.371
40,14,FisCep,PelgDw,0.245,0.152,0.383
40,14,FisCep,PelgDw,0.245,0.152,0.383
40,14,FisCep,BtPlAs,0.215,0.138,0.336
40,14,FisCep,BtPlAs,0.215,0.138,0.336
40,14,FisCep,BtPlDw,0.229,0.142,0.367
40,14,FisCep,BtPlDw,0.229,0.142,0.367
40,14,FisCep,BnthAs,0.171,0.103,0.281
40,14,FisCep,BnthAs,0.171,0.103,0.281
40,14,FisCep,BnthDw,0.19,0.123,0.295
40,14,FisCep,BnthDw,0.19,0.123,0.295
40,16,HerMac,PelgAs,0.343,0.238,0.498
40,16,HerMac,PelgAs,0.343,0.238,0.498
40,16,HerMac,PelgDw,0.344,0.23,0.495
40,16,HerMac,PelgDw,0.344,0.23,0.495
40,16,HerMac,BtPlAs,0.315,0.208,0.466
40,16,HerMac,BtPlAs,0.315,0.208,0.466
40,16,HerMac,BtPlDw,0.308,0.201,0.458
40,16,HerMac,BtPlDw,0.308,0.201,0.458
40,16,HerMac,BnthAs,0.242,0.155,0.387
40,16,HerMac,BnthAs,0.242,0.155,0.387
40,16,HerMac,BnthDw,0.285,0.187,0.43
40,16,HerMac,BnthDw,0.285,0.187,0.43
40,16,HerDet,PelgAs,0.361,0.233,0.537
40,16,HerDet,PelgAs,0.361,0.233,0.537
40,16,HerDet,PelgDw,0.358,0.225,0.555
40,16,HerDet,PelgDw,0.358,0.225,0.555
40,16,HerDet,BtPlAs,0.331,0.212,0.509
40,16,HerDet,BtPlAs,0.331,0.212,0.509
40,16,HerDet,BtPlDw,0.342,0.22,0.537
40,16,HerDet,BtPlDw,0.342,0.22,0.537
40,16,HerDet,BnthAs,0.262,0.155,0.438
40,16,HerDet,BnthAs,0.262,0.155,0.438
40,16,HerDet,BnthDw,0.298,0.179,0.477
40,16,HerDet,BnthDw,0.298,0.179,0.477
40,16,Omnivr,PelgAs,0.511,0.362,0.709
40,16,Omnivr,PelgAs,0.511,0.362,0.709
40,16,Omnivr,PelgDw,0.5,0.348,0.706
40,16,Omnivr,PelgDw,0.5,0.348,0.706
40,16,Omnivr,BtPlAs,0.459,0.314,0.644
40,16,Omnivr,BtPlAs,0.459,0.314,0.644
40,16,Omnivr,BtPlDw,0.449,0.309,0.644
40,16,Omnivr,BtPlDw,0.449,0.309,0.644
40,16,Omnivr,BnthAs,0.359,0.229,0.547
40,16,Omnivr,BnthAs,0.359,0.229,0.547
40,16,Omnivr,BnthDw,0.431,0.283,0.623
40,16,Omnivr,BnthDw,0.431,0.283,0.623
40,16,Plktiv,PelgAs,0.315,0.229,0.426
40,16,Plktiv,PelgAs,0.315,0.229,0.426
40,16,Plktiv,PelgDw,0.325,0.23,0.457
40,16,Plktiv,PelgDw,0.325,0.23,0.457
40,16,Plktiv,BtPlAs,0.296,0.204,0.418
40,16,Plktiv,BtPlAs,0.296,0.204,0.418
40,16,Plktiv,BtPlDw,0.268,0.178,0.382
40,16,Plktiv,BtPlDw,0.268,0.178,0.382
40,16,Plktiv,BnthAs,0.232,0.149,0.347
40,16,Plktiv,BnthAs,0.232,0.149,0.347
40,16,Plktiv,BnthDw,0.268,0.177,0.387
40,16,Plktiv,BnthDw,0.268,0.177,0.387
40,16,InvSes,PelgAs,0.317,0.214,0.473
40,16,InvSes,PelgAs,0.317,0.214,0.473
40,16,InvSes,PelgDw,0.317,0.206,0.482
40,16,InvSes,PelgDw,0.317,0.206,0.482
40,16,InvSes,BtPlAs,0.299,0.195,0.449
40,16,InvSes,BtPlAs,0.299,0.195,0.449
40,16,InvSes,BtPlDw,0.289,0.184,0.445
40,16,InvSes,BtPlDw,0.289,0.184,0.445
40,16,InvSes,BnthAs,0.229,0.137,0.361
40,16,InvSes,BnthAs,0.229,0.137,0.361
40,16,InvSes,BnthDw,0.249,0.158,0.392
40,16,InvSes,BnthDw,0.249,0.158,0.392
40,16,InvMob,PelgAs,0.271,0.179,0.41
40,16,InvMob,PelgAs,0.271,0.179,0.41
40,16,InvMob,PelgDw,0.27,0.176,0.415
40,16,InvMob,PelgDw,0.27,0.176,0.415
40,16,InvMob,BtPlAs,0.25,0.162,0.383
40,16,InvMob,BtPlAs,0.25,0.162,0.383
40,16,InvMob,BtPlDw,0.244,0.161,0.374
40,16,InvMob,BtPlDw,0.244,0.161,0.374
40,16,InvMob,BnthAs,0.198,0.12,0.325
40,16,InvMob,BnthAs,0.198,0.12,0.325
40,16,InvMob,BnthDw,0.229,0.15,0.368
40,16,InvMob,BnthDw,0.229,0.15,0.368
40,16,FisCep,PelgAs,0.298,0.204,0.445
40,16,FisCep,PelgAs,0.298,0.204,0.445
40,16,FisCep,PelgDw,0.301,0.195,0.46
40,16,FisCep,PelgDw,0.301,0.195,0.46
40,16,FisCep,BtPlAs,0.255,0.158,0.377
40,16,FisCep,BtPlAs,0.255,0.158,0.377
40,16,FisCep,BtPlDw,0.27,0.171,0.422
40,16,FisCep,BtPlDw,0.27,0.171,0.422
40,16,FisCep,BnthAs,0.208,0.131,0.329
40,16,FisCep,BnthAs,0.208,0.131,0.329
40,16,FisCep,BnthDw,0.221,0.152,0.33
40,16,FisCep,BnthDw,0.221,0.152,0.33
40,18,HerMac,PelgAs,0.238,0.162,0.343
40,18,HerMac,PelgAs,0.238,0.162,0.343
40,18,HerMac,PelgDw,0.239,0.158,0.366
40,18,HerMac,PelgDw,0.239,0.158,0.366
40,18,HerMac,BtPlAs,0.204,0.135,0.298
40,18,HerMac,BtPlAs,0.204,0.135,0.298
40,18,HerMac,BtPlDw,0.185,0.117,0.283
40,18,HerMac,BtPlDw,0.185,0.117,0.283
40,18,HerMac,BnthAs,0.168,0.107,0.263
40,18,HerMac,BnthAs,0.168,0.107,0.263
40,18,HerMac,BnthDw,0.264,0.174,0.391
40,18,HerMac,BnthDw,0.264,0.174,0.391
40,18,HerDet,PelgAs,0.244,0.153,0.39
40,18,HerDet,PelgAs,0.244,0.153,0.39
40,18,HerDet,PelgDw,0.246,0.151,0.394
40,18,HerDet,PelgDw,0.246,0.151,0.394
40,18,HerDet,BtPlAs,0.212,0.13,0.341
40,18,HerDet,BtPlAs,0.212,0.13,0.341
40,18,HerDet,BtPlDw,0.206,0.127,0.335
40,18,HerDet,BtPlDw,0.206,0.127,0.335
40,18,HerDet,BnthAs,0.178,0.104,0.297
40,18,HerDet,BnthAs,0.178,0.104,0.297
40,18,HerDet,BnthDw,0.274,0.166,0.436
40,18,HerDet,BnthDw,0.274,0.166,0.436
40,18,Omnivr,PelgAs,0.356,0.25,0.505
40,18,Omnivr,PelgAs,0.356,0.25,0.505
40,18,Omnivr,PelgDw,0.351,0.238,0.519
40,18,Omnivr,PelgDw,0.351,0.238,0.519
40,18,Omnivr,BtPlAs,0.302,0.2,0.439
40,18,Omnivr,BtPlAs,0.302,0.2,0.439
40,18,Omnivr,BtPlDw,0.271,0.177,0.399
40,18,Omnivr,BtPlDw,0.271,0.177,0.399
40,18,Omnivr,BnthAs,0.25,0.159,0.381
40,18,Omnivr,BnthAs,0.25,0.159,0.381
40,18,Omnivr,BnthDw,0.393,0.263,0.575
40,18,Omnivr,BnthDw,0.393,0.263,0.575
40,18,Plktiv,PelgAs,0.218,0.157,0.304
40,18,Plktiv,PelgAs,0.218,0.157,0.304
40,18,Plktiv,PelgDw,0.225,0.159,0.327
40,18,Plktiv,PelgDw,0.225,0.159,0.327
40,18,Plktiv,BtPlAs,0.193,0.131,0.272
40,18,Plktiv,BtPlAs,0.193,0.131,0.272
40,18,Plktiv,BtPlDw,0.161,0.107,0.24
40,18,Plktiv,BtPlDw,0.161,0.107,0.24
40,18,Plktiv,BnthAs,0.157,0.106,0.232
40,18,Plktiv,BnthAs,0.157,0.106,0.232
40,18,Plktiv,BnthDw,0.242,0.161,0.351
40,18,Plktiv,BnthDw,0.242,0.161,0.351
40,18,InvSes,PelgAs,0.221,0.148,0.329
40,18,InvSes,PelgAs,0.221,0.148,0.329
40,18,InvSes,PelgDw,0.223,0.144,0.351
40,18,InvSes,PelgDw,0.223,0.144,0.351
40,18,InvSes,BtPlAs,0.196,0.126,0.312
40,18,InvSes,BtPlAs,0.196,0.126,0.312
40,18,InvSes,BtPlDw,0.177,0.109,0.278
40,18,InvSes,BtPlDw,0.177,0.109,0.278
40,18,InvSes,BnthAs,0.158,0.1,0.257
40,18,InvSes,BnthAs,0.158,0.1,0.257
40,18,InvSes,BnthDw,0.232,0.149,0.366
40,18,InvSes,BnthDw,0.232,0.149,0.366
40,18,InvMob,PelgAs,0.179,0.123,0.268
40,18,InvMob,PelgAs,0.179,0.123,0.268
40,18,InvMob,PelgDw,0.182,0.117,0.277
40,18,InvMob,PelgDw,0.182,0.117,0.277
40,18,InvMob,BtPlAs,0.161,0.105,0.24
40,18,InvMob,BtPlAs,0.161,0.105,0.24
40,18,InvMob,BtPlDw,0.136,0.088,0.21
40,18,InvMob,BtPlDw,0.136,0.088,0.21
40,18,InvMob,BnthAs,0.132,0.086,0.206
40,18,InvMob,BnthAs,0.132,0.086,0.206
40,18,InvMob,BnthDw,0.208,0.138,0.315
40,18,InvMob,BnthDw,0.208,0.138,0.315
40,18,FisCep,PelgAs,0.213,0.141,0.327
40,18,FisCep,PelgAs,0.213,0.141,0.327
40,18,FisCep,PelgDw,0.219,0.141,0.34
40,18,FisCep,PelgDw,0.219,0.141,0.34
40,18,FisCep,BtPlAs,0.169,0.104,0.259
40,18,FisCep,BtPlAs,0.169,0.104,0.259
40,18,FisCep,BtPlDw,0.166,0.105,0.263
40,18,FisCep,BtPlDw,0.166,0.105,0.263
40,18,FisCep,BnthAs,0.149,0.098,0.234
40,18,FisCep,BnthAs,0.149,0.098,0.234
40,18,FisCep,BnthDw,0.21,0.142,0.31
40,18,FisCep,BnthDw,0.21,0.142,0.31
40,20,HerMac,PelgAs,0.296,0.202,0.436
40,20,HerMac,PelgAs,0.296,0.202,0.436
40,20,HerMac,PelgDw,0.297,0.198,0.456
40,20,HerMac,PelgDw,0.297,0.198,0.456
40,20,HerMac,BtPlAs,0.253,0.171,0.375
40,20,HerMac,BtPlAs,0.253,0.171,0.375
40,20,HerMac,BtPlDw,0.259,0.171,0.408
40,20,HerMac,BtPlDw,0.259,0.171,0.408
40,20,HerMac,BnthAs,0.208,0.131,0.325
40,20,HerMac,BnthAs,0.208,0.131,0.325
40,20,HerMac,BnthDw,0.286,0.185,0.437
40,20,HerMac,BnthDw,0.286,0.185,0.437
40,20,HerDet,PelgAs,0.305,0.19,0.483
40,20,HerDet,PelgAs,0.305,0.19,0.483
40,20,HerDet,PelgDw,0.304,0.183,0.487
40,20,HerDet,PelgDw,0.304,0.183,0.487
40,20,HerDet,BtPlAs,0.266,0.156,0.423
40,20,HerDet,BtPlAs,0.266,0.156,0.423
40,20,HerDet,BtPlDw,0.296,0.187,0.473
40,20,HerDet,BtPlDw,0.296,0.187,0.473
40,20,HerDet,BnthAs,0.221,0.123,0.359
40,20,HerDet,BnthAs,0.221,0.123,0.359
40,20,HerDet,BnthDw,0.296,0.171,0.489
40,20,HerDet,BnthDw,0.296,0.171,0.489
40,20,Omnivr,PelgAs,0.485,0.356,0.64
40,20,Omnivr,PelgAs,0.485,0.356,0.64
40,20,Omnivr,PelgDw,0.473,0.34,0.652
