MaxSizeTL,sstmean,Diet,Position,Kmax,Kmax_lowqt,Kmax_upqt
4,10,InvMob,BnthDw,1.858,1.131,3.039
4,10,FisCep,PelgAs,1.672,0.934,2.895
4,10,FisCep,PelgDw,1.666,0.914,2.917
4,10,FisCep,BtPlAs,1.532,0.822,2.666
4,10,FisCep,BtPlDw,1.983,1.108,3.387
4,10,FisCep,BnthAs,1.181,0.636,2.052
4,10,FisCep,BnthDw,1.62,0.933,2.754
4,12,HerMac,PelgAs,1.652,0.956,2.799
4,12,HerMac,PelgDw,1.635,0.949,2.817
4,12,HerMac,BtPlAs,1.561,0.895,2.691
4,12,HerMac,BtPlDw,1.908,1.1,3.279
4,12,HerMac,BnthAs,1.154,0.656,2.069
4,12,HerMac,BnthDw,1.624,0.934,2.723
4,12,HerDet,PelgAs,1.548,0.902,2.677
4,12,HerDet,PelgDw,1.536,0.88,2.705
4,12,HerDet,BtPlAs,1.481,0.827,2.564
4,12,HerDet,BtPlDw,1.766,1.024,3.214
4,12,HerDet,BnthAs,1.106,0.624,1.952
4,12,HerDet,BnthDw,1.506,0.884,2.607
4,12,Omnivr,PelgAs,1.457,0.81,2.546
4,12,Omnivr,PelgDw,1.446,0.819,2.565
4,12,Omnivr,BtPlAs,1.416,0.773,2.445
4,12,Omnivr,BtPlDw,1.686,0.951,3.042
4,12,Omnivr,BnthAs,1.042,0.573,1.853
4,12,Omnivr,BnthDw,1.435,0.831,2.49
4,12,Plktiv,PelgAs,1.694,0.97,2.924
4,12,Plktiv,PelgDw,1.7,0.98,2.922
4,12,Plktiv,BtPlAs,1.607,0.91,2.834
4,12,Plktiv,BtPlDw,1.912,1.107,3.268
4,12,Plktiv,BnthAs,1.216,0.669,2.191
4,12,Plktiv,BnthDw,1.671,0.937,2.9
4,12,InvSes,PelgAs,1.683,0.976,2.974
4,12,InvSes,PelgDw,1.66,0.961,2.968
4,12,InvSes,BtPlAs,1.609,0.903,2.893
4,12,InvSes,BtPlDw,1.947,1.105,3.468
4,12,InvSes,BnthAs,1.189,0.673,2.141
4,12,InvSes,BnthDw,1.644,0.967,2.902
4,12,InvMob,PelgAs,1.632,0.977,2.708
4,12,InvMob,PelgDw,1.614,0.972,2.739
4,12,InvMob,BtPlAs,1.544,0.893,2.547
4,12,InvMob,BtPlDw,1.915,1.136,3.221
4,12,InvMob,BnthAs,1.113,0.649,1.91
4,12,InvMob,BnthDw,1.633,0.998,2.721
4,12,FisCep,PelgAs,1.501,0.815,2.579
4,12,FisCep,PelgDw,1.511,0.821,2.685
4,12,FisCep,BtPlAs,1.374,0.723,2.395
4,12,FisCep,BtPlDw,1.731,0.984,3.082
4,12,FisCep,BnthAs,1.066,0.587,1.88
4,12,FisCep,BnthDw,1.433,0.826,2.47
4,14,HerMac,PelgAs,1.567,0.915,2.638
4,14,HerMac,PelgDw,1.556,0.908,2.686
4,14,HerMac,BtPlAs,1.489,0.847,2.506
4,14,HerMac,BtPlDw,1.854,1.072,3.187
4,14,HerMac,BnthAs,1.117,0.643,1.942
4,14,HerMac,BnthDw,1.485,0.869,2.503
4,14,HerDet,PelgAs,1.465,0.856,2.503
4,14,HerDet,PelgDw,1.453,0.859,2.524
4,14,HerDet,BtPlAs,1.414,0.799,2.416
4,14,HerDet,BtPlDw,1.717,0.99,3.146
4,14,HerDet,BnthAs,1.073,0.605,1.903
4,14,HerDet,BnthDw,1.39,0.797,2.441
4,14,Omnivr,PelgAs,1.387,0.769,2.398
4,14,Omnivr,PelgDw,1.387,0.764,2.431
4,14,Omnivr,BtPlAs,1.348,0.74,2.288
4,14,Omnivr,BtPlDw,1.648,0.931,2.891
4,14,Omnivr,BnthAs,1.004,0.56,1.802
4,14,Omnivr,BnthDw,1.308,0.757,2.301
4,14,Plktiv,PelgAs,1.633,0.924,2.889
4,14,Plktiv,PelgDw,1.655,0.947,2.88
4,14,Plktiv,BtPlAs,1.554,0.864,2.741
4,14,Plktiv,BtPlDw,1.885,1.074,3.301
4,14,Plktiv,BnthAs,1.176,0.632,2.109
4,14,Plktiv,BnthDw,1.563,0.844,2.722
4,14,InvSes,PelgAs,1.617,0.941,2.806
4,14,InvSes,PelgDw,1.608,0.949,2.809
4,14,InvSes,BtPlAs,1.542,0.852,2.852
4,14,InvSes,BtPlDw,1.897,1.091,3.394
4,14,InvSes,BnthAs,1.14,0.655,2.04
4,14,InvSes,BnthDw,1.492,0.886,2.63
4,14,InvMob,PelgAs,1.562,0.936,2.609
4,14,InvMob,PelgDw,1.554,0.926,2.663
4,14,InvMob,BtPlAs,1.483,0.844,2.511
4,14,InvMob,BtPlDw,1.864,1.103,3.174
4,14,InvMob,BnthAs,1.062,0.629,1.855
4,14,InvMob,BnthDw,1.491,0.899,2.528
4,14,FisCep,PelgAs,1.39,0.779,2.384
4,14,FisCep,PelgDw,1.404,0.786,2.446
4,14,FisCep,BtPlAs,1.28,0.686,2.233
4,14,FisCep,BtPlDw,1.643,0.942,2.92
4,14,FisCep,BnthAs,1.001,0.558,1.734
4,14,FisCep,BnthDw,1.283,0.738,2.224
4,16,HerMac,PelgAs,1.869,1.083,3.255
4,16,HerMac,PelgDw,1.835,1.085,3.247
4,16,HerMac,BtPlAs,1.733,0.993,3
4,16,HerMac,BtPlDw,2.152,1.259,3.7
4,16,HerMac,BnthAs,1.337,0.766,2.331
4,16,HerMac,BnthDw,1.696,0.996,2.853
4,16,HerDet,PelgAs,1.726,1.001,2.983
4,16,HerDet,PelgDw,1.715,0.987,3.11
4,16,HerDet,BtPlAs,1.629,0.934,2.912
4,16,HerDet,BtPlDw,1.969,1.129,3.541
4,16,HerDet,BnthAs,1.29,0.717,2.286
4,16,HerDet,BnthDw,1.575,0.926,2.8
4,16,Omnivr,PelgAs,1.654,0.904,2.889
4,16,Omnivr,PelgDw,1.631,0.908,2.903
4,16,Omnivr,BtPlAs,1.561,0.868,2.684
4,16,Omnivr,BtPlDw,1.89,1.081,3.304
4,16,Omnivr,BnthAs,1.197,0.664,2.117
4,16,Omnivr,BnthDw,1.49,0.86,2.611
4,16,Plktiv,PelgAs,1.978,1.111,3.464
4,16,Plktiv,PelgDw,1.987,1.136,3.528
4,16,Plktiv,BtPlAs,1.839,1.038,3.231
4,16,Plktiv,BtPlDw,2.221,1.257,3.914
4,16,Plktiv,BnthAs,1.434,0.805,2.572
4,16,Plktiv,BnthDw,1.794,1.002,3.128
4,16,InvSes,PelgAs,1.901,1.101,3.396
4,16,InvSes,PelgDw,1.882,1.06,3.401
4,16,InvSes,BtPlAs,1.796,1.017,3.239
4,16,InvSes,BtPlDw,2.201,1.243,3.814
4,16,InvSes,BnthAs,1.381,0.762,2.489
4,16,InvSes,BnthDw,1.706,0.997,2.966
4,16,InvMob,PelgAs,1.85,1.086,3.094
4,16,InvMob,PelgDw,1.84,1.08,3.088
4,16,InvMob,BtPlAs,1.713,1.008,3.019
4,16,InvMob,BtPlDw,2.138,1.263,3.634
4,16,InvMob,BnthAs,1.283,0.743,2.207
4,16,InvMob,BnthDw,1.7,1.024,2.849
4,16,FisCep,PelgAs,1.627,0.905,2.893
4,16,FisCep,PelgDw,1.614,0.911,2.921
4,16,FisCep,BtPlAs,1.463,0.793,2.524
4,16,FisCep,BtPlDw,1.864,1.069,3.272
4,16,FisCep,BnthAs,1.179,0.646,2.06
4,16,FisCep,BnthDw,1.434,0.834,2.57
4,18,HerMac,PelgAs,1.754,1.024,2.932
4,18,HerMac,PelgDw,1.754,1.018,3.009
4,18,HerMac,BtPlAs,1.567,0.919,2.718
4,18,HerMac,BtPlDw,1.854,1.071,3.225
4,18,HerMac,BnthAs,1.291,0.761,2.188
4,18,HerMac,BnthDw,1.749,1.076,2.928
4,18,HerDet,PelgAs,1.607,0.931,2.749
4,18,HerDet,PelgDw,1.599,0.925,2.778
4,18,HerDet,BtPlAs,1.463,0.86,2.519
4,18,HerDet,BtPlDw,1.708,0.969,2.962
4,18,HerDet,BnthAs,1.216,0.707,2.105
4,18,HerDet,BnthDw,1.599,0.964,2.714
4,18,Omnivr,PelgAs,1.506,0.839,2.585
4,18,Omnivr,PelgDw,1.488,0.836,2.551
4,18,Omnivr,BtPlAs,1.38,0.782,2.373
4,18,Omnivr,BtPlDw,1.591,0.901,2.802
4,18,Omnivr,BnthAs,1.108,0.632,1.912
4,18,Omnivr,BnthDw,1.511,0.876,2.551
4,18,Plktiv,PelgAs,1.871,1.103,3.108
4,18,Plktiv,PelgDw,1.884,1.114,3.2
4,18,Plktiv,BtPlAs,1.687,0.992,2.905
4,18,Plktiv,BtPlDw,1.985,1.144,3.403
4,18,Plktiv,BnthAs,1.378,0.792,2.447
4,18,Plktiv,BnthDw,1.865,1.092,3.115
4,18,InvSes,PelgAs,1.808,1.032,3.129
4,18,InvSes,PelgDw,1.807,1.015,3.134
4,18,InvSes,BtPlAs,1.639,0.95,2.933
4,18,InvSes,BtPlDw,1.952,1.071,3.435
4,18,InvSes,BnthAs,1.334,0.771,2.346
4,18,InvSes,BnthDw,1.779,1.03,3.088
4,18,InvMob,PelgAs,1.709,1.051,2.739
4,18,InvMob,PelgDw,1.693,1.028,2.791
4,18,InvMob,BtPlAs,1.543,0.93,2.664
4,18,InvMob,BtPlDw,1.813,1.063,3.022
4,18,InvMob,BnthAs,1.222,0.747,2.087
4,18,InvMob,BnthDw,1.734,1.067,2.793
4,18,FisCep,PelgAs,1.56,0.869,2.609
4,18,FisCep,PelgDw,1.554,0.875,2.646
4,18,FisCep,BtPlAs,1.356,0.748,2.347
4,18,FisCep,BtPlDw,1.657,0.9,2.857
4,18,FisCep,BnthAs,1.147,0.652,1.984
4,18,FisCep,BnthDw,1.507,0.865,2.536
4,20,HerMac,PelgAs,2.154,1.239,3.633
4,20,HerMac,PelgDw,2.128,1.232,3.623
4,20,HerMac,BtPlAs,2.02,1.153,3.442
4,20,HerMac,BtPlDw,2.359,1.329,3.906
4,20,HerMac,BnthAs,1.576,0.941,2.671
4,20,HerMac,BnthDw,1.995,1.194,3.335
4,20,HerDet,PelgAs,1.939,1.132,3.229
4,20,HerDet,PelgDw,1.911,1.105,3.344
4,20,HerDet,BtPlAs,1.836,1.05,3.223
4,20,HerDet,BtPlDw,2.166,1.207,3.742
4,20,HerDet,BnthAs,1.475,0.903,2.557
4,20,HerDet,BnthDw,1.776,1.068,3.121
4,20,Omnivr,PelgAs,1.881,1.055,3.202
4,20,Omnivr,PelgDw,1.867,1.041,3.137
4,20,Omnivr,BtPlAs,1.807,0.967,3.052
4,20,Omnivr,BtPlDw,2.083,1.095,3.502
4,20,Omnivr,BnthAs,1.415,0.803,2.386
4,20,Omnivr,BnthDw,1.77,0.998,3.033
4,20,Plktiv,PelgAs,2.25,1.308,3.903
4,20,Plktiv,PelgDw,2.288,1.299,3.916
4,20,Plktiv,BtPlAs,2.121,1.204,3.685
4,20,Plktiv,BtPlDw,2.462,1.372,4.187
4,20,Plktiv,BnthAs,1.684,1.006,2.886
4,20,Plktiv,BnthDw,2.079,1.198,3.58
4,20,InvSes,PelgAs,2.167,1.275,3.74
4,20,InvSes,PelgDw,2.148,1.233,3.782
4,20,InvSes,BtPlAs,2.06,1.175,3.576
4,20,InvSes,BtPlDw,2.391,1.347,3.971
4,20,InvSes,BnthAs,1.613,0.94,2.771
4,20,InvSes,BnthDw,1.967,1.168,3.39
4,20,InvMob,PelgAs,2.256,1.373,3.785
4,20,InvMob,PelgDw,2.241,1.325,3.843
4,20,InvMob,BtPlAs,2.11,1.268,3.492
4,20,InvMob,BtPlDw,2.493,1.439,4.139
4,20,InvMob,BnthAs,1.65,1.004,2.761
4,20,InvMob,BnthDw,2.122,1.282,3.538
4,20,FisCep,PelgAs,1.803,1.024,2.92
4,20,FisCep,PelgDw,1.794,0.999,2.935
4,20,FisCep,BtPlAs,1.634,0.93,2.727
4,20,FisCep,BtPlDw,1.986,1.103,3.277
4,20,FisCep,BnthAs,1.317,0.779,2.181
4,20,FisCep,BnthDw,1.635,0.931,2.664
4,22,HerMac,PelgAs,2.344,1.398,3.914
4,22,HerMac,PelgDw,2.337,1.37,3.95
4,22,HerMac,BtPlAs,2.057,1.195,3.499
4,22,HerMac,BtPlDw,2.705,1.579,4.414
4,22,HerMac,BnthAs,1.912,1.172,3.242
4,22,HerMac,BnthDw,2.177,1.256,3.704
4,22,HerDet,PelgAs,2.318,1.324,4.01
4,22,HerDet,PelgDw,2.268,1.335,3.943
4,22,HerDet,BtPlAs,2.043,1.174,3.556
4,22,HerDet,BtPlDw,2.666,1.524,4.669
4,22,HerDet,BnthAs,1.913,1.142,3.283
4,22,HerDet,BnthDw,2.128,1.207,3.649
4,22,Omnivr,PelgAs,2.016,1.133,3.443
4,22,Omnivr,PelgDw,1.991,1.109,3.486
4,22,Omnivr,BtPlAs,1.819,1,3.135
4,22,Omnivr,BtPlDw,2.273,1.297,4.026
4,22,Omnivr,BnthAs,1.646,0.948,2.861
4,22,Omnivr,BnthDw,1.88,1.039,3.188
4,22,Plktiv,PelgAs,2.352,1.418,3.999
4,22,Plktiv,PelgDw,2.397,1.433,4.161
4,22,Plktiv,BtPlAs,2.099,1.252,3.588
4,22,Plktiv,BtPlDw,2.702,1.638,4.492
4,22,Plktiv,BnthAs,1.932,1.182,3.277
4,22,Plktiv,BnthDw,2.178,1.233,3.802
4,22,InvSes,PelgAs,2.343,1.337,3.986
4,22,InvSes,PelgDw,2.326,1.336,4.032
4,22,InvSes,BtPlAs,2.105,1.174,3.615
4,22,InvSes,BtPlDw,2.686,1.523,4.5
4,22,InvSes,BnthAs,1.903,1.105,3.205
4,22,InvSes,BnthDw,2.139,1.244,3.671
4,22,InvMob,PelgAs,2.418,1.471,3.962
4,22,InvMob,PelgDw,2.415,1.427,4.035
4,22,InvMob,BtPlAs,2.096,1.245,3.525
4,22,InvMob,BtPlDw,2.748,1.637,4.577
4,22,InvMob,BnthAs,1.935,1.175,3.133
4,22,InvMob,BnthDw,2.274,1.358,3.763
4,22,FisCep,PelgAs,2.025,1.128,3.409
4,22,FisCep,PelgDw,2.025,1.135,3.458
4,22,FisCep,BtPlAs,1.759,0.992,3.036
4,22,FisCep,BtPlDw,2.317,1.279,3.998
4,22,FisCep,BnthAs,1.63,0.934,2.767
4,22,FisCep,BnthDw,1.802,1.016,3.129
4,24,HerMac,PelgAs,3.69,2.243,5.948
4,24,HerMac,PelgDw,3.644,2.282,5.989
4,24,HerMac,BtPlAs,3.203,1.87,5.219
4,24,HerMac,BtPlDw,4.315,2.751,6.797
4,24,HerMac,BnthAs,2.969,1.796,4.814
4,24,HerMac,BnthDw,3.223,1.963,5.228
4,24,HerDet,PelgAs,3.227,1.923,5.261
4,24,HerDet,PelgDw,3.204,1.909,5.465
4,24,HerDet,BtPlAs,2.816,1.628,4.807
4,24,HerDet,BtPlDw,3.845,2.389,6.243
4,24,HerDet,BnthAs,2.684,1.633,4.438
4,24,HerDet,BnthDw,2.793,1.695,4.594
4,24,Omnivr,PelgAs,2.993,1.767,5.02
4,24,Omnivr,PelgDw,2.956,1.701,5.178
4,24,Omnivr,BtPlAs,2.667,1.512,4.713
4,24,Omnivr,BtPlDw,3.5,2.08,5.925
4,24,Omnivr,BnthAs,2.429,1.436,4.197
4,24,Omnivr,BnthDw,2.622,1.521,4.521
4,24,Plktiv,PelgAs,3.726,2.284,5.921
4,24,Plktiv,PelgDw,3.794,2.411,6.081
4,24,Plktiv,BtPlAs,3.194,1.961,5.281
4,24,Plktiv,BtPlDw,4.345,2.788,6.76
4,24,Plktiv,BnthAs,3.005,1.837,4.893
4,24,Plktiv,BnthDw,3.285,1.964,5.331
4,24,InvSes,PelgAs,3.676,2.194,5.998
4,24,InvSes,PelgDw,3.643,2.165,6.174
4,24,InvSes,BtPlAs,3.223,1.852,5.475
4,24,InvSes,BtPlDw,4.304,2.641,6.923
4,24,InvSes,BnthAs,2.951,1.755,4.933
4,24,InvSes,BnthDw,3.168,1.935,5.206
4,24,InvMob,PelgAs,3.858,2.416,6.158
4,24,InvMob,PelgDw,3.831,2.401,6.35
4,24,InvMob,BtPlAs,3.258,1.92,5.336
4,24,InvMob,BtPlDw,4.546,2.918,7.148
4,24,InvMob,BnthAs,3.01,1.866,4.897
4,24,InvMob,BnthDw,3.505,2.129,5.711
4,24,FisCep,PelgAs,3.121,1.831,5.141
4,24,FisCep,PelgDw,3.101,1.854,5.281
4,24,FisCep,BtPlAs,2.663,1.459,4.564
4,24,FisCep,BtPlDw,3.677,2.219,5.999
4,24,FisCep,BnthAs,2.513,1.483,4.128
4,24,FisCep,BnthDw,2.543,1.514,4.319
4,26,HerMac,PelgAs,6.189,4.092,9.228
4,26,HerMac,PelgDw,5.629,3.682,8.392
4,26,HerMac,BtPlAs,5.412,3.383,8.146
4,26,HerMac,BtPlDw,6.369,4.151,9.794
4,26,HerMac,BnthAs,5.292,3.466,7.791
4,26,HerMac,BnthDw,5.775,3.746,8.806
4,26,HerDet,PelgAs,5.246,3.429,8.078
4,26,HerDet,PelgDw,4.768,3.04,7.561
4,26,HerDet,BtPlAs,4.646,2.935,7.121
4,26,HerDet,BtPlDw,5.425,3.42,8.587
4,26,HerDet,BnthAs,4.664,3.084,7.165
4,26,HerDet,BnthDw,4.876,3.146,7.484
4,26,Omnivr,PelgAs,4.818,2.981,7.808
4,26,Omnivr,PelgDw,4.362,2.603,7.011
4,26,Omnivr,BtPlAs,4.331,2.593,7.052
4,26,Omnivr,BtPlDw,4.982,2.999,8.104
4,26,Omnivr,BnthAs,4.191,2.571,6.481
4,26,Omnivr,BnthDw,4.515,2.777,7.354
4,26,Plktiv,PelgAs,6.074,3.963,9
4,26,Plktiv,PelgDw,5.594,3.686,8.31
4,26,Plktiv,BtPlAs,5.324,3.343,7.988
4,26,Plktiv,BtPlDw,6.303,4.196,9.461
4,26,Plktiv,BnthAs,5.199,3.428,7.885
4,26,Plktiv,BnthDw,5.66,3.67,8.74
4,26,InvSes,PelgAs,6.074,3.812,9.568
4,26,InvSes,PelgDw,5.549,3.397,8.632
4,26,InvSes,BtPlAs,5.459,3.356,8.592
4,26,InvSes,BtPlDw,6.315,3.905,9.8
4,26,InvSes,BnthAs,5.183,3.301,7.987
4,26,InvSes,BnthDw,5.597,3.524,8.757
4,26,InvMob,PelgAs,6.456,4.174,9.655
4,26,InvMob,PelgDw,5.868,3.765,8.835
4,26,InvMob,BtPlAs,5.434,3.384,8.294
4,26,InvMob,BtPlDw,6.623,4.156,9.908
4,26,InvMob,BnthAs,5.355,3.58,7.818
4,26,InvMob,BnthDw,6.19,3.994,9.287
4,26,FisCep,PelgAs,5.253,3.267,8.283
4,26,FisCep,PelgDw,4.8,2.981,7.584
4,26,FisCep,BtPlAs,4.571,2.826,7.216
4,26,FisCep,BtPlDw,5.457,3.417,8.508
4,26,FisCep,BnthAs,4.443,2.872,6.805
4,26,FisCep,BnthDw,4.377,2.799,7.013
4,28,HerMac,PelgAs,4.637,2.749,7.192
4,28,HerMac,PelgDw,4.146,2.473,6.819
4,28,HerMac,BtPlAs,4.027,2.334,6.313
4,28,HerMac,BtPlDw,4.549,2.725,6.99
4,28,HerMac,BnthAs,4.403,2.612,7.182
4,28,HerMac,BnthDw,3.975,2.33,6.362
4,28,HerDet,PelgAs,3.916,2.241,6.744
4,28,HerDet,PelgDw,3.566,1.996,6.3
4,28,HerDet,BtPlAs,3.443,2.043,5.923
4,28,HerDet,BtPlDw,3.975,2.279,6.551
4,28,HerDet,BnthAs,3.847,2.25,6.465
4,28,HerDet,BnthDw,3.371,2.015,5.679
4,28,Omnivr,PelgAs,3.526,1.985,5.888
4,28,Omnivr,PelgDw,3.186,1.726,5.561
4,28,Omnivr,BtPlAs,3.17,1.718,5.34
4,28,Omnivr,BtPlDw,3.48,1.999,5.807
4,28,Omnivr,BnthAs,3.395,1.917,5.69
4,28,Omnivr,BnthDw,3.04,1.717,5.243
4,28,Plktiv,PelgAs,4.406,2.673,7.004
4,28,Plktiv,PelgDw,4.009,2.363,6.618
4,28,Plktiv,BtPlAs,3.864,2.223,6.118
4,28,Plktiv,BtPlDw,4.375,2.613,6.982
4,28,Plktiv,BnthAs,4.207,2.488,6.915
4,28,Plktiv,BnthDw,3.843,2.297,6.45
4,28,InvSes,PelgAs,4.832,2.758,8.02
4,28,InvSes,PelgDw,4.317,2.439,7.476
4,28,InvSes,BtPlAs,4.269,2.419,7.408
4,28,InvSes,BtPlDw,4.702,2.667,7.73
4,28,InvSes,BnthAs,4.547,2.671,7.618
4,28,InvSes,BnthDw,4.12,2.311,7.029
4,28,InvMob,PelgAs,4.441,2.62,7.046
4,28,InvMob,PelgDw,4.068,2.349,6.678
4,28,InvMob,BtPlAs,3.823,2.169,6.131
4,28,InvMob,BtPlDw,4.408,2.62,7.062
4,28,InvMob,BnthAs,4.161,2.463,6.708
4,28,InvMob,BnthDw,3.888,2.327,6.337
4,28,FisCep,PelgAs,4.285,2.431,6.887
4,28,FisCep,PelgDw,3.845,2.226,6.491
4,28,FisCep,BtPlAs,3.734,2.094,6.259
4,28,FisCep,BtPlDw,4.281,2.432,6.789
4,28,FisCep,BnthAs,4.06,2.335,6.606
4,28,FisCep,BnthDw,3.287,1.875,5.614
4,30,HerMac,PelgAs,5.41,3.576,7.754
4,30,HerMac,PelgDw,4.963,3.213,7.266
4,30,HerMac,BtPlAs,4.062,2.653,5.991
4,30,HerMac,BtPlDw,5.994,4.004,8.753
4,30,HerMac,BnthAs,4.665,2.912,7.006
4,30,HerMac,BnthDw,4.961,3.251,7.091
4,30,HerDet,PelgAs,4.523,2.824,7.018
4,30,HerDet,PelgDw,4.161,2.599,6.632
4,30,HerDet,BtPlAs,3.498,2.115,5.742
4,30,HerDet,BtPlDw,5.052,3.077,8.14
4,30,HerDet,BnthAs,3.979,2.478,6.454
4,30,HerDet,BnthDw,4.156,2.608,6.413
4,30,Omnivr,PelgAs,4.196,2.607,6.363
4,30,Omnivr,PelgDw,3.832,2.345,5.943
4,30,Omnivr,BtPlAs,3.246,2.068,5.106
4,30,Omnivr,BtPlDw,4.612,2.884,7.071
4,30,Omnivr,BnthAs,3.661,2.148,5.761
4,30,Omnivr,BnthDw,3.828,2.363,5.74
4,30,Plktiv,PelgAs,6.074,4.167,8.467
4,30,Plktiv,PelgDw,5.637,3.723,7.972
4,30,Plktiv,BtPlAs,4.572,3.066,6.689
4,30,Plktiv,BtPlDw,6.667,4.559,9.516
4,30,Plktiv,BnthAs,5.19,3.361,7.74
4,30,Plktiv,BnthDw,5.604,3.881,7.592
4,30,InvSes,PelgAs,5.756,3.688,8.637
4,30,InvSes,PelgDw,5.29,3.306,8.121
4,30,InvSes,BtPlAs,4.462,2.725,7.024
4,30,InvSes,BtPlDw,6.338,3.975,9.71
4,30,InvSes,BnthAs,4.865,3.032,7.723
4,30,InvSes,BnthDw,5.234,3.321,7.711
4,30,InvMob,PelgAs,5.258,3.402,7.823
4,30,InvMob,PelgDw,4.95,3.033,7.52
4,30,InvMob,BtPlAs,3.951,2.467,6.09
4,30,InvMob,BtPlDw,5.86,3.764,8.826
4,30,InvMob,BnthAs,4.419,2.722,6.616
4,30,InvMob,BnthDw,4.805,3.116,7.073
4,30,FisCep,PelgAs,5.042,3.211,7.332
4,30,FisCep,PelgDw,4.698,2.922,7.005
4,30,FisCep,BtPlAs,3.819,2.363,5.81
4,30,FisCep,BtPlDw,5.592,3.54,8.348
4,30,FisCep,BnthAs,4.42,2.686,6.944
4,30,FisCep,BnthDw,4.381,2.804,6.43
6,10,HerMac,PelgAs,0.8,0.521,1.223
6,10,HerMac,PelgDw,0.798,0.507,1.213
6,10,HerMac,BtPlAs,0.756,0.471,1.187
6,10,HerMac,BtPlDw,1,0.654,1.606
6,10,HerMac,BnthAs,0.558,0.373,0.865
6,10,HerMac,BnthDw,0.746,0.506,1.087
6,10,HerDet,PelgAs,0.774,0.492,1.24
6,10,HerDet,PelgDw,0.774,0.474,1.259
6,10,HerDet,BtPlAs,0.728,0.455,1.152
6,10,HerDet,BtPlDw,0.947,0.606,1.544
6,10,HerDet,BnthAs,0.554,0.35,0.895
6,10,HerDet,BnthDw,0.713,0.467,1.107
6,10,Omnivr,PelgAs,0.694,0.43,1.091
6,10,Omnivr,PelgDw,0.692,0.41,1.116
6,10,Omnivr,BtPlAs,0.67,0.41,1.061
6,10,Omnivr,BtPlDw,0.868,0.531,1.411
6,10,Omnivr,BnthAs,0.494,0.295,0.772
6,10,Omnivr,BnthDw,0.651,0.439,0.983
6,10,Plktiv,PelgAs,0.864,0.548,1.353
6,10,Plktiv,PelgDw,0.873,0.538,1.358
6,10,Plktiv,BtPlAs,0.808,0.499,1.323
6,10,Plktiv,BtPlDw,1.058,0.672,1.649
6,10,Plktiv,BnthAs,0.606,0.385,0.977
6,10,Plktiv,BnthDw,0.795,0.519,1.226
6,10,InvSes,PelgAs,0.827,0.521,1.287
6,10,InvSes,PelgDw,0.826,0.507,1.303
6,10,InvSes,BtPlAs,0.787,0.481,1.254
6,10,InvSes,BtPlDw,1.033,0.651,1.687
6,10,InvSes,BnthAs,0.582,0.37,0.927
6,10,InvSes,BnthDw,0.761,0.49,1.147
6,10,InvMob,PelgAs,0.769,0.525,1.154
6,10,InvMob,PelgDw,0.762,0.516,1.15
6,10,InvMob,BtPlAs,0.727,0.468,1.123
6,10,InvMob,BtPlDw,0.973,0.644,1.498
6,10,InvMob,BnthAs,0.522,0.353,0.789
6,10,InvMob,BnthDw,0.729,0.52,1.047
6,10,FisCep,PelgAs,0.718,0.444,1.162
6,10,FisCep,PelgDw,0.714,0.441,1.197
6,10,FisCep,BtPlAs,0.658,0.402,1.068
6,10,FisCep,BtPlDw,0.895,0.574,1.468
6,10,FisCep,BnthAs,0.507,0.316,0.798
6,10,FisCep,BnthDw,0.65,0.424,1.001
6,12,HerMac,PelgAs,0.712,0.479,1.118
6,12,HerMac,PelgDw,0.709,0.467,1.102
6,12,HerMac,BtPlAs,0.678,0.438,1.074
6,12,HerMac,BtPlDw,0.873,0.581,1.438
6,12,HerMac,BnthAs,0.506,0.329,0.776
6,12,HerMac,BnthDw,0.652,0.451,0.979
6,12,HerDet,PelgAs,0.689,0.451,1.08
6,12,HerDet,PelgDw,0.691,0.443,1.106
6,12,HerDet,BtPlAs,0.659,0.426,1.059
6,12,HerDet,BtPlDw,0.832,0.547,1.426
6,12,HerDet,BnthAs,0.501,0.313,0.78
6,12,HerDet,BnthDw,0.621,0.427,0.952
6,12,Omnivr,PelgAs,0.623,0.399,0.988
6,12,Omnivr,PelgDw,0.618,0.384,0.987
6,12,Omnivr,BtPlAs,0.6,0.377,0.96
6,12,Omnivr,BtPlDw,0.763,0.476,1.25
6,12,Omnivr,BnthAs,0.445,0.278,0.699
6,12,Omnivr,BnthDw,0.569,0.382,0.868
6,12,Plktiv,PelgAs,0.745,0.476,1.204
6,12,Plktiv,PelgDw,0.751,0.478,1.211
6,12,Plktiv,BtPlAs,0.715,0.456,1.154
6,12,Plktiv,BtPlDw,0.906,0.577,1.457
6,12,Plktiv,BnthAs,0.531,0.329,0.869
6,12,Plktiv,BnthDw,0.677,0.441,1.097
6,12,InvSes,PelgAs,0.739,0.472,1.195
6,12,InvSes,PelgDw,0.742,0.465,1.202
6,12,InvSes,BtPlAs,0.713,0.454,1.168
6,12,InvSes,BtPlDw,0.912,0.591,1.504
6,12,InvSes,BnthAs,0.529,0.341,0.837
6,12,InvSes,BnthDw,0.668,0.434,1.036
6,12,InvMob,PelgAs,0.687,0.474,1.035
6,12,InvMob,PelgDw,0.684,0.469,1.04
6,12,InvMob,BtPlAs,0.652,0.434,0.974
6,12,InvMob,BtPlDw,0.857,0.573,1.322
6,12,InvMob,BnthAs,0.471,0.32,0.688
6,12,InvMob,BnthDw,0.641,0.465,0.91
